factory_id,sector,country,month,monthly_production_tons,energy_used_mwh,co2_emissions_kg,emission_per_mwh,energy_per_ton,intensity_diff
FAC_001,Textile,United States,1,997.0599276826074,3136.7626717594885,602258.4329778218,192.0,3.1460121750655787,0.0
FAC_001,Textile,United States,2,594.8689605122571,2134.2269751391245,409771.5792267119,192.0,3.5877262335242475,0.0
FAC_001,Textile,United States,3,531.0905655572107,2142.8807751785203,411433.10883427586,192.0,4.034868841871157,0.0
FAC_001,Textile,United States,4,589.7027160936441,1839.5520140528406,353193.9866981454,192.0,3.119456573370644,0.0
FAC_001,Textile,United States,5,520.0329654095035,1378.2676098765137,264627.38109629066,192.00000000000003,2.650346615605777,2.842170943040401e-14
FAC_001,Textile,United States,6,417.12485044944685,1577.908223825408,302958.37897447834,192.0,3.782819992923537,0.0
FAC_001,Textile,United States,7,456.7178866803645,1905.3884203243435,365834.576702274,192.0,4.171915477568839,0.0
FAC_001,Textile,United States,8,610.2363655046629,2044.6253620592006,392568.0695153665,192.0,3.350546571193449,0.0
FAC_001,Textile,United States,9,338.7430278763126,1255.1360149888067,240986.11487785087,192.0,3.7052748298840337,0.0
FAC_001,Textile,United States,10,683.0957552808009,1924.7053773460395,369543.4324504396,192.0,2.817621632789753,0.0
FAC_001,Textile,United States,11,598.9681646673936,2142.8807751785203,411433.10883427586,192.0,3.5776204840009482,0.0
FAC_001,Textile,United States,12,686.8583446357977,2096.3430387475296,402497.8634395257,192.0,3.0520747911406714,0.0
FAC_002,Electronics,Germany,1,254.0908503676727,680.0007292334635,108829.25956574989,160.04285714285714,2.676211001889654,-28.24285714285716
FAC_002,Electronics,Germany,2,172.47033151376257,710.4521712572076,113702.79535134998,160.04285714285717,4.119271790235504,-28.242857142857133
FAC_002,Electronics,Germany,3,225.0528466977514,926.244395741863,148238.799507087,160.04285714285714,4.115675092907489,-28.24285714285716
FAC_002,Electronics,Germany,4,193.71297661668467,496.16311036620675,79407.3617918945,160.04285714285714,2.5613313007316196,-28.24285714285716
FAC_002,Electronics,Germany,5,165.9641350507133,455.7596110285073,72941.07031931955,160.04285714285717,2.7461331382785916,-28.242857142857133
FAC_002,Electronics,Germany,6,164.1246449615719,735.6445541208476,117734.65628308366,160.04285714285714,4.48223089404453,-28.24285714285716
FAC_002,Electronics,Germany,7,223.79710171965624,950.5796193253576,152133.47821859975,160.04285714285714,4.247506388693628,-28.24285714285716
FAC_002,Electronics,Germany,8,96.6345924164603,243.70508283432326,39003.25775704176,160.04285714285714,2.521923844662604,-28.24285714285716
FAC_002,Electronics,Germany,9,159.89369583162943,603.565198536271,96596.29884574065,160.04285714285714,3.7747904656093176,-28.24285714285716
FAC_002,Electronics,Germany,10,311.94053579652854,1149.2496311905054,183929.19454610333,160.04285714285714,3.684194579764824,-28.24285714285716
FAC_002,Electronics,Germany,11,244.51245218129972,629.3943934781589,100730.07700194023,160.04285714285717,2.574079102570527,-28.242857142857133
FAC_002,Electronics,Germany,12,346.8830363905082,1250.5696148529148,200144.73421710293,160.04285714285714,3.6051622122134255,-28.24285714285716
FAC_003,Steel,Japan,1,864.5025870566785,2610.409857487015,626554.3031509726,240.02142857142857,3.019551238561963,31.30714285714285
FAC_003,Steel,Japan,2,1461.2994156113418,5298.463112042631,1271744.6853854896,240.0214285714286,3.625857271574965,31.30714285714288
FAC_003,Steel,Japan,3,1404.759499108828,4431.125921822473,1063565.1739357181,240.02142857142852,3.154366227552514,31.307142857142793
FAC_003,Steel,Japan,4,1631.766846871993,7168.3048739825,1720546.776288814,240.02142857142857,4.39297126775418,31.30714285714285
FAC_003,Steel,Japan,5,1438.5370081604126,3743.50505061887,898521.430113899,240.02142857142854,2.602300135055982,31.30714285714282
FAC_003,Steel,Japan,6,1449.1245621008363,4042.0693098473603,970183.2501342917,240.02142857142854,2.789318058336862,31.30714285714282
FAC_003,Steel,Japan,7,1618.2032503341782,5197.336289688125,1247472.081017072,240.0214285714286,3.2117944940567966,31.30714285714288
FAC_003,Steel,Japan,8,1672.0960373170974,5025.874047030827,1206317.4685884062,240.02142857142857,3.0057328854716476,31.30714285714285
FAC_003,Steel,Japan,9,1133.976212116816,2898.9790508777087,695817.0931903117,240.02142857142854,2.556472543163958,31.30714285714282
FAC_003,Steel,Japan,10,1005.1716677788282,4007.4268918317384,961868.3274730135,240.02142857142854,3.9868084430663715,31.30714285714282
FAC_003,Steel,Japan,11,1175.6349156398726,3786.0380546885444,908730.2625121368,240.02142857142857,3.2204198806292563,31.30714285714285
FAC_003,Steel,Japan,12,1318.9956088262386,3487.4865570081647,837071.5055367525,240.02142857142857,2.644047132280937,31.30714285714285
FAC_004,Textile,United States,1,652.6709354144972,2149.5755476241006,412718.5051438273,192.0,3.2935058556866053,0.0
FAC_004,Textile,United States,2,487.2014357125113,1521.4810774409664,292124.36686866556,192.0,3.1228994126748937,0.0
FAC_004,Textile,United States,3,416.1353643498458,1769.813813311354,339804.25215578,192.00000000000003,4.252976230646593,2.842170943040401e-14
FAC_004,Textile,United States,4,587.9829591506954,2045.6135408181206,392757.79983707913,192.0,3.479035419279636,0.0
FAC_004,Textile,United States,5,506.6386506839903,1961.4916010464676,376606.3874009218,192.0,3.871579079879407,0.0
FAC_004,Textile,United States,6,443.9715631143052,1479.7508578178015,284112.1647010179,192.0,3.3329856701583926,0.0
FAC_004,Textile,United States,7,680.7384669485994,2089.1977702295153,401125.97188406694,192.0,3.06901676879568,0.0
FAC_004,Textile,United States,8,497.9050378842041,1935.3603875652789,371589.19441253354,192.0,3.887007040116309,0.0
FAC_004,Textile,United States,9,486.18415098628464,1432.165975155525,274975.8672298608,192.0,2.945727400307475,0.0
FAC_004,Textile,United States,10,450.1919392046473,1655.8777251285123,317928.5232246744,192.00000000000003,3.678159426963411,2.842170943040401e-14
FAC_004,Textile,United States,11,833.8747044555155,2887.5343734296443,554406.5996984917,192.0,3.462791661626288,0.0
FAC_004,Textile,United States,12,715.0828069805018,2916.657045897666,559998.1528123519,192.0,4.078768245335809,0.0
FAC_005,Textile,China,1,669.1171548791488,2171.7932412368323,567458.5483174523,261.2857142857143,3.2457593194260372,0.0
FAC_005,Textile,China,2,939.6618333663785,3129.96603562002,817815.4113070024,261.2857142857143,3.3309494165648763,0.0
FAC_005,Textile,China,3,808.2158005773199,2100.509951416452,548833.2430200987,261.2857142857143,2.598946902443665,0.0
FAC_005,Textile,China,4,652.1925398814628,2580.528837714907,674255.3205972235,261.2857142857143,3.9566978766483936,0.0
FAC_005,Textile,China,5,677.6197631731284,1782.3297862255986,465697.31128665997,261.2857142857143,2.6302801114881627,0.0
FAC_005,Textile,China,6,538.0438629253356,1750.5001261291104,457380.67581287754,261.2857142857143,3.253452453879262,0.0
FAC_005,Textile,China,7,488.11583272693827,1510.471402347639,394664.5992705474,261.2857142857143,3.094493767819711,0.0
FAC_005,Textile,China,8,377.7543951170252,2142.8807751785203,559904.1339716448,261.2857142857143,5.672682575975519,0.0
FAC_005,Textile,China,9,539.9185737532318,1992.538559083326,520621.8606519147,261.2857142857143,3.690442699965365,0.0
FAC_005,Textile,China,10,588.1713810622424,1881.2259957126632,491537.47802263725,261.2857142857143,3.1984317093347068,0.0
FAC_005,Textile,China,11,831.2196254159337,2909.594804786978,760235.5568507689,261.2857142857143,3.500392334133168,0.0
FAC_005,Textile,China,12,612.8640573770598,2427.6890110399777,634320.4573131598,261.2857142857143,3.9612194283835462,0.0
FAC_006,Steel,India,1,1288.0841998529431,4233.073927245575,1369308.7067369309,323.4785714285714,3.28633324415349,42.19285714285712
FAC_006,Steel,India,2,1819.0271855967917,7901.858835824168,2556082.0078426357,323.47857142857134,4.344002606663464,42.192857142857065
FAC_006,Steel,India,3,1448.1657727913494,5727.443384433148,1852705.2039344567,323.4785714285714,3.9549639219779804,42.19285714285712
FAC_006,Steel,India,4,1510.4888292773971,6468.531261084867,2092431.2515767883,323.4785714285714,4.282409201383732,42.19285714285712
FAC_006,Steel,India,5,1456.960219405243,6265.6725863193205,2026810.817261736,323.4785714285714,4.300510407124966,42.19285714285712
FAC_006,Steel,India,6,1296.6397387588536,4930.556962274315,1594929.5225036922,323.47857142857146,3.80256505711745,42.19285714285718
FAC_006,Steel,India,7,2107.1588737572783,6545.704177400473,2117395.036299537,323.4785714285714,3.1064122686339344,42.19285714285712
FAC_006,Steel,India,8,918.7103036756708,3466.1834738833745,1121236.078441117,323.4785714285714,3.772879720642634,42.19285714285712
FAC_006,Steel,India,9,1135.2840146068293,4207.478060186725,1361028.9922262586,323.4785714285714,3.7061017384657315,42.19285714285712
FAC_006,Steel,India,10,1423.9258592039441,6237.511666669038,2017701.363203148,323.4785714285714,4.380503118439161,42.19285714285712
FAC_006,Steel,India,11,956.3461924171291,2798.249313975271,905173.6905857006,323.4785714285714,2.925979458236563,42.19285714285712
FAC_006,Steel,India,12,1311.4379440173727,5887.005379792268,1904320.0902475172,323.4785714285714,4.488969841575884,42.19285714285712
FAC_007,Textile,Japan,1,828.8443488939196,2142.8807751785203,447249.83036225976,208.71428571428572,2.585383827540313,0.0
FAC_007,Textile,Japan,2,699.1200388100743,2426.858446277503,506520.0271444903,208.71428571428572,3.4713043705743254,0.0
FAC_007,Textile,Japan,3,752.1823504740709,2590.6628159091574,540708.3391490398,208.7142857142857,3.4441951666060295,-2.842170943040401e-14
FAC_007,Textile,Japan,4,911.174215785314,2681.827986068024,559735.8125207691,208.71428571428572,2.943265886597368,0.0
FAC_007,Textile,Japan,5,598.0306195724573,1746.8275766993702,364587.8699368257,208.71428571428572,2.92096678586158,0.0
FAC_007,Textile,Japan,6,572.2872776308085,2142.8807751785203,447249.83036225976,208.71428571428572,3.7444144906553842,0.0
FAC_007,Textile,Japan,7,568.2314754151578,2142.8807751785203,447249.83036225976,208.71428571428572,3.7711405789566688,0.0
FAC_007,Textile,Japan,8,432.07408839445355,1345.1508841189993,280752.2059568369,208.71428571428572,3.1132412709992696,0.0
FAC_007,Textile,Japan,9,577.3501822459398,2252.8821386751856,470208.68637206376,208.71428571428572,3.902106915271575,0.0
FAC_007,Textile,Japan,10,727.9765830749658,2631.883407271238,549311.6654318969,208.7142857142857,3.6153407519706042,-2.842170943040401e-14
FAC_007,Textile,Japan,11,523.3019581043104,1582.6375003182038,330319.05542355654,208.71428571428572,3.0243294063935737,0.0
FAC_007,Textile,Japan,12,682.1896239698207,3009.328374673419,628089.822199695,208.71428571428572,4.41127843188443,0.0
FAC_008,Textile,China,1,531.5509580737124,1637.6716029075967,427900.194531142,261.2857142857143,3.080930582539734,0.0
FAC_008,Textile,China,2,726.4756814929702,3014.2749133382995,787586.9737851071,261.2857142857143,4.149175244439985,0.0
FAC_008,Textile,China,3,703.0918586987416,2142.8807751785203,559904.1339716448,261.2857142857143,3.047796313762601,0.0
FAC_008,Textile,China,4,636.3996118827531,1611.6313255153418,421096.2420525086,261.2857142857143,2.5324203463094825,0.0
FAC_008,Textile,China,5,711.361871353937,3018.937619141789,788805.272201476,261.2857142857143,4.243884499173166,0.0
FAC_008,Textile,China,6,339.9776315716041,1093.0218678026697,285590.99945872615,261.2857142857143,3.214981711443754,0.0
FAC_008,Textile,China,7,306.9952312108068,1313.2655198551504,343137.51940215286,261.2857142857143,4.277804299029518,0.0
FAC_008,Textile,China,8,577.6377245758893,2332.472133102021,609441.6473490852,261.2857142857143,4.037949797711981,0.0
FAC_008,Textile,China,9,430.87293489203387,1747.9386991080307,456711.411524084,261.2857142857143,4.0567382111063,0.0
FAC_008,Textile,China,10,473.1439402423821,1823.5207278367766,476459.91588763776,261.2857142857143,3.8540506867796376,0.0
FAC_008,Textile,China,11,619.4662458339044,2647.2436999035835,691686.9610176649,261.2857142857143,4.273426869836877,0.0
FAC_008,Textile,China,12,718.6124409435361,2939.323214278162,768003.1655592512,261.2857142857143,4.090275991351944,0.0
FAC_009,Electronics,United States,1,191.54566359747162,759.6391073829984,123973.10232490535,163.20000000000002,3.965838187698996,-28.799999999999983
FAC_009,Electronics,United States,2,308.4236859168812,931.5421315868105,152027.67587496745,163.2,3.0203326596578477,-28.80000000000001
FAC_009,Electronics,United States,3,217.85478461911825,920.8435661708146,150281.66999907696,163.20000000000002,4.22686868126744,-28.799999999999983
FAC_009,Electronics,United States,4,281.8541713951954,942.1573763401087,153760.08381870572,163.2,3.342712196439641,-28.80000000000001
FAC_009,Electronics,United States,5,184.03039954471046,510.3530888177704,83289.62409506014,163.20000000000002,2.7731999174070117,-28.799999999999983
FAC_009,Electronics,United States,6,238.2888896623314,737.4225422257745,120347.35889124639,163.2,3.0946576790497584,-28.80000000000001
FAC_009,Electronics,United States,7,219.15639400169698,824.4154656471733,134544.6039936187,163.20000000000002,3.761767797843898,-28.799999999999983
FAC_009,Electronics,United States,8,233.4492207646199,908.3575852931963,148243.95791984964,163.20000000000002,3.8910285599499472,-28.799999999999983
FAC_009,Electronics,United States,9,212.93737502810234,833.2108964725484,135980.01830431988,163.2,3.912938704924796,-28.80000000000001
FAC_009,Electronics,United States,10,363.6263559497748,1209.8070617945489,197440.51248487039,163.20000000000002,3.3270609844398935,-28.799999999999983
FAC_009,Electronics,United States,11,301.7574384632523,1147.1368992344485,187212.74195506197,163.2,3.8015198733009714,-28.80000000000001
FAC_009,Electronics,United States,12,292.84792850721936,975.8226458328024,159254.25579991334,163.2,3.3321821697937883,-28.80000000000001
FAC_010,Electronics,Japan,1,246.38971586040276,1040.3228408660157,184560.70284706593,177.40714285714284,4.2222656787162025,-31.30714285714288
FAC_010,Electronics,Japan,2,181.01658275166304,901.1480689601156,159870.10420544565,177.40714285714287,4.978262517508698,-31.30714285714285
FAC_010,Electronics,Japan,3,269.8471700560109,901.1480689601156,159870.10420544565,177.40714285714287,3.3394757068346075,-31.30714285714285
FAC_010,Electronics,Japan,4,239.15516101192705,1003.2222261847995,177978.78879822762,177.40714285714287,4.194859194925621,-31.30714285714285
FAC_010,Electronics,Japan,5,185.65896918776062,489.05193718647035,86761.3068850026,177.40714285714287,2.634141185454296,-31.30714285714285
FAC_010,Electronics,Japan,6,161.90089178038102,546.9440058344555,97031.77337793123,177.40714285714284,3.378264318496692,-31.30714285714288
FAC_010,Electronics,Japan,7,221.0803284627821,626.3244254416283,111114.42681924086,177.40714285714284,2.833017436678303,-31.30714285714288
FAC_010,Electronics,Japan,8,317.12457308505833,1282.588911325761,227540.43421855662,177.40714285714284,4.04443244132251,-31.30714285714288
FAC_010,Electronics,Japan,9,242.69671966794465,892.5752797501646,158349.2301653917,177.40714285714287,3.6777393652925245,-31.30714285714285
FAC_010,Electronics,Japan,10,323.1013723902105,834.3994665784754,148028.42536721137,177.40714285714284,2.5824695834803473,-31.30714285714288
FAC_010,Electronics,Japan,11,299.69254486892675,901.1480689601156,159870.10420544565,177.40714285714287,3.006908528052444,-31.30714285714285
FAC_010,Electronics,Japan,12,301.1852466022146,1328.8928183059234,235755.07805903011,177.40714285714284,4.412210867888348,-31.30714285714288
FAC_011,Electronics,United States,1,271.59661515048634,1166.9228943406279,190441.81635639045,163.2,4.296529592955563,-28.80000000000001
FAC_011,Electronics,United States,2,233.73422585901852,820.073921097294,133836.06392307836,163.19999999999996,3.5085743993348157,-28.80000000000004
FAC_011,Electronics,United States,3,235.74873190299633,847.4976691666758,138311.6196080015,163.20000000000002,3.59491931229304,-28.799999999999983
FAC_011,Electronics,United States,4,208.68068850953122,533.2665250625058,87029.09689020095,163.2,2.555418658387978,-28.80000000000001
FAC_011,Electronics,United States,5,162.8576730604386,586.8770191838071,95778.32953079732,163.2,3.603619087483888,-28.80000000000001
FAC_011,Electronics,United States,6,210.61588111885325,541.428860979702,88361.19011188736,163.2,2.570693425887323,-28.80000000000001
FAC_011,Electronics,United States,7,102.60260192688264,378.3771663367871,61751.15354616367,163.20000000000002,3.687793089364623,-28.799999999999983
FAC_011,Electronics,United States,8,247.1900309166981,1005.0439709218242,164023.1760544417,163.2,4.06587582514814,-28.80000000000001
FAC_011,Electronics,United States,9,381.1147498990264,1047.2263092893568,170907.33367602303,163.20000000000002,2.7477978996268497,-28.799999999999983
FAC_011,Electronics,United States,10,328.5241682123966,1362.8566085516659,222418.19851563187,163.2,4.148421152597075,-28.80000000000001
FAC_011,Electronics,United States,11,237.64917360821948,983.3062727374464,160475.58371075126,163.20000000000002,4.137638089827707,-28.799999999999983
FAC_011,Electronics,United States,12,259.1922516747167,1041.568249029779,169983.93824165993,163.2,4.018516148919973,-28.80000000000001
FAC_012,Electronics,Japan,1,218.7617853014201,681.7358312384501,120944.80600335276,177.40714285714284,3.1163387622711296,-31.30714285714288
FAC_012,Electronics,Japan,2,352.2284972438526,895.6081690167206,158887.2863847735,177.40714285714287,2.542690827189598,-31.30714285714285
FAC_012,Electronics,Japan,3,273.2990188831133,957.1436211513352,169804.11513239794,177.40714285714284,3.5021846220410104,-31.30714285714288
FAC_012,Electronics,Japan,4,241.64081025196595,901.1480689601156,159870.10420544565,177.40714285714287,3.7292875653763207,-31.30714285714285
FAC_012,Electronics,Japan,5,234.87319935355347,1043.5872682861072,185139.83558872892,177.40714285714287,4.443194332765061,-31.30714285714285
FAC_012,Electronics,Japan,6,136.49607911073895,370.37806718613007,65707.71467644224,177.40714285714287,2.71347037657868,-31.30714285714285
FAC_012,Electronics,Japan,7,247.25273992810605,1062.3947622920552,188476.41936462696,177.40714285714284,4.296796721447734,-31.30714285714288
FAC_012,Electronics,Japan,8,206.26895410237185,921.8470984905024,163542.2598943472,177.40714285714284,4.4691509805832785,-31.30714285714288
FAC_012,Electronics,Japan,9,272.6045586481067,903.5097669787218,160289.08630321798,177.40714285714287,3.3143604474532027,-31.30714285714285
FAC_012,Electronics,Japan,10,217.62937036178474,776.2137570841091,137705.86489070015,177.40714285714287,3.566677401095908,-31.30714285714285
FAC_012,Electronics,Japan,11,303.6979621187892,887.9277043970031,157524.71710077405,177.40714285714287,2.9237196660861917,-31.30714285714285
FAC_012,Electronics,Japan,12,343.81091641648885,1223.8337198879171,217116.8435775443,177.40714285714287,3.559612744830295,-31.30714285714285
FAC_013,Textile,China,1,800.7993924394481,2902.6481890465247,758420.5053951562,261.2857142857143,3.624688300779407,0.0
FAC_013,Textile,China,2,838.8637062257667,2235.845511198706,584194.4914260618,261.2857142857143,2.665326315353741,0.0
FAC_013,Textile,China,3,896.5615174678884,3016.3914067856554,788139.9832872805,261.2857142857143,3.36439981865906,0.0
FAC_013,Textile,China,4,757.006172595965,3365.227357769525,879285.8339086373,261.2857142857143,4.445442427806515,0.0
FAC_013,Textile,China,5,682.2322344578823,2501.8583891180715,653699.8562424218,261.2857142857143,3.6671653181355564,0.0
FAC_013,Textile,China,6,618.7569145214036,2016.2716184623187,526822.9700239401,261.2857142857143,3.2585843828862346,0.0
